,walkscore,walktype,lat,long,biketype,bikescore,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,greenbelt,nuisance,view,condition,grade,heat_source,sewer_system,sqft_above,sqft_basement,sqft_garage,sqft_patio,yr_built,yr_renovated,lat_1,long_1,street_name,city,state,zip_code,mortgage_rate_3
900,71.0,Very Walkable,47.5305,-122.2665,Bikeable,62.0,August 2021,809000.0,2,1.0,1260,4840,1.0,NO,NO,YES,NONE,Good,7 Average,Gas,PUBLIC,1260,1260,0,50,1922,0,47.53,-122.26700000000001,7959 Seward Park Avenue South,Seattle,Washington,98118,2.842
901,8.0,Car-Dependent,47.5275,-122.0625,Somewhat Bikeable,7.0,July 2021,1115000.0,3,2.5,2220,43124,1.0,NO,NO,YES,NONE,Average,8 Good,Electricity,PRIVATE,2220,0,0,600,1959,2016,47.528,-122.06299999999999,8224 Renton Issaquah Road Southeast,Issaquah,Washington,98027,2.8680000000000003
902,0.0,Car-Dependent,47.7675,-122.0145,Somewhat Bikeable,18.0,October 2021,1800000.0,4,3.5,3970,207781,2.0,NO,NO,NO,NONE,Average,9 Better,Gas,PRIVATE,3970,0,790,324,2017,0,47.766999999999996,-122.014,19113 244th Avenue Northeast,Woodinville,Washington,98077,3.068
903,61.0,Somewhat Walkable,47.493,-122.1675,Somewhat Bikeable,34.0,December 2021,540000.0,3,2.0,1290,8005,1.0,NO,NO,NO,NONE,Average,6 Low Average,Gas,PUBLIC,1290,0,0,0,1953,2007,47.493,-122.16799999999999,652 Redmond Avenue Northeast,Renton,Washington,98056,3.0980000000000003
904,76.0,Very Walkable,40.7385,-73.3215,Somewhat Bikeable,49.0,December 2021,699950.0,2,2.0,1220,846,3.0,NO,NO,YES,NONE,Average,8 Good,Electricity,PUBLIC,1220,0,0,290,2021,0,40.738,-73.322,The Avenue,North Babylon,New,York,3.0980000000000003
905,83.0,Very Walkable,47.547,-122.3865,Very Bikeable,74.0,December 2021,610000.0,2,1.0,750,3423,1.0,NO,NO,NO,NONE,Very Good,6 Low Average,Gas,PUBLIC,750,0,0,50,1925,0,47.547,-122.38600000000001,6035 42nd Avenue Southwest,Seattle,Washington,98136,3.0980000000000003
906,17.0,Car-Dependent,47.367,-122.0985,Somewhat Bikeable,32.0,September 2021,525000.0,4,2.5,1770,4338,2.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1770,0,440,0,2001,0,47.367,-122.09899999999999,18211 Southeast 261st Court,Covington,Washington,98042,2.9
907,56.0,Somewhat Walkable,47.67,-122.175,Bikeable,65.0,January 2022,2700000.0,4,3.5,3380,8584,2.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,3380,0,400,240,2021,0,47.67,-122.175,12329 Northeast 73rd Street,Kirkland,Washington,98033,3.445
908,75.0,Very Walkable,47.691,-122.3835,Very Bikeable,74.0,March 2022,1580000.0,5,2.0,3000,8390,1.0,NO,NO,YES,NONE,Average,8 Good,Gas,PUBLIC,1500,1500,0,270,1955,0,47.691,-122.383,8504 21st Avenue Northwest,Seattle,Washington,98117,4.172
909,65.0,Somewhat Walkable,47.5485,-122.3745,Bikeable,66.0,July 2021,800000.0,3,2.0,1360,4840,1.0,NO,NO,NO,NONE,Very Good,7 Average,Electricity,PUBLIC,1360,0,0,120,1963,0,47.549,-122.374,5925 32nd Avenue Southwest,Seattle,Washington,98126,2.8680000000000003
910,82.0,Very Walkable,47.3235,-122.3085,Bikeable,60.0,July 2021,500000.0,4,2.0,1800,6160,1.0,NO,NO,YES,NONE,Average,7 Average,Electricity,PUBLIC,1800,0,0,160,1967,0,47.323,-122.309,1836 South 312th Street,Federal Way,Washington,98003,2.8680000000000003
911,23.0,Car-Dependent,47.391,-122.1675,Somewhat Bikeable,46.0,August 2021,403000.0,2,2.0,1220,4651,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1220,0,460,170,1985,0,47.391000000000005,-122.167,23451 130th Avenue Southeast,Kent,Washington,98031,2.842
912,43.0,Car-Dependent,47.313,-122.205,Somewhat Bikeable,31.0,June 2021,649950.0,3,3.5,2280,14291,1.0,YES,NO,NO,NONE,Very Good,8 Good,Electricity,PUBLIC,2280,0,0,240,1960,0,47.313,-122.205,416 Riverview Drive Northeast,Auburn,Washington,98002,2.975
913,27.0,Car-Dependent,47.4945,-122.3175,Somewhat Bikeable,36.0,September 2021,410000.0,2,1.0,750,14750,1.0,NO,NO,NO,NONE,Average,6 Low Average,Electricity,PRIVATE,750,330,0,0,1941,0,47.495,-122.318,12011 12th Avenue South,Burien,Washington,98168,2.9
914,0.0,Car-Dependent,47.3025,-122.034,Somewhat Bikeable,15.0,November 2021,789815.0,4,2.5,2810,4000,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2810,0,380,210,2021,0,47.303000000000004,-122.03399999999999,23094 Evergreen Avenue Southeast,Black Diamond,Washington,98010,3.068
915,11.0,Car-Dependent,47.7,-121.9125,Somewhat Bikeable,26.0,May 2022,612000.0,3,1.0,1240,17550,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PRIVATE,1240,0,530,190,1978,0,47.7,-121.912,11420 320th Avenue Northeast,Carnation,Washington,98014,5.23
916,4.0,Car-Dependent,47.478,-121.734,Somewhat Bikeable,12.0,August 2021,1239999.0,4,3.5,3640,6999,2.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,3640,0,700,280,2021,0,47.478,-121.734,1486 Pratt Avenue Southeast,North Bend,Washington,98045,2.842
917,23.0,Car-Dependent,47.2935,-122.1975,Somewhat Bikeable,33.0,March 2022,300000.0,3,2.0,1967,11200,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1100,970,0,0,1977,0,47.293,-122.197,2405 17th Street Southeast,Auburn,Washington,98002,4.172
918,65.0,Somewhat Walkable,47.637,-122.3715,Bikeable,69.0,June 2021,1326000.0,5,3.0,3240,1927,2.0,NO,NO,YES,NONE,Average,7 Average,Gas,PUBLIC,2180,1060,0,320,1910,0,47.637,-122.37100000000001,1921 10th Avenue West,Seattle,Washington,98119,2.975
919,29.0,Car-Dependent,47.3745,-122.1285,Bikeable,50.0,May 2022,750000.0,4,2.5,2100,5290,2.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,2100,0,440,0,2003,0,47.373999999999995,-122.12799999999999,25419 160th Place Southeast,Covington,Washington,98042,5.23
920,7.0,Car-Dependent,47.3625,-122.073,Somewhat Bikeable,6.0,May 2022,685000.0,3,2.5,1970,8852,2.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1970,0,540,400,1998,0,47.363,-122.073,20136 Southeast 266th Street,Covington,Washington,98042,5.23
921,76.0,Very Walkable,47.538,-122.3895,Bikeable,53.0,January 2022,700000.0,2,1.0,870,4250,1.0,NO,NO,NO,FAIR,Average,7 Average,Oil,PUBLIC,870,910,170,160,1927,0,47.538000000000004,-122.389,7143 44th Avenue Southwest,Seattle,Washington,98136,3.445
922,36.0,Car-Dependent,47.502,-122.226,Bikeable,54.0,March 2022,600000.0,3,1.5,1120,7000,1.0,NO,NO,NO,AVERAGE,Good,7 Average,Gas,PUBLIC,1120,290,260,300,1953,1999,47.501999999999995,-122.226,8428 South 113th Street,Seattle,Washington,98178,4.172
923,54.0,Somewhat Walkable,47.7375,-122.1735,Bikeable,53.0,August 2021,1410000.0,5,3.0,2720,5886,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2720,0,460,330,2017,0,47.738,-122.17399999999999,15108 124th Place Northeast,Woodinville,Washington,98072,2.842
924,93.0,Walker's Paradise,47.6175,-122.3055,Biker's Paradise,93.0,September 2021,1085000.0,2,2.5,1570,654,3.0,NO,NO,NO,NONE,Average,9 Better,Electricity,PUBLIC,1190,380,0,260,2017,0,47.618,-122.306,1921 East Denny Way,Seattle,Washington,98122,2.9
925,35.0,Car-Dependent,47.5275,-122.346,Somewhat Bikeable,47.0,September 2021,1125000.0,4,3.5,3070,6373,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2710,1120,760,400,2020,0,47.527,-122.346,8441 8th Avenue Southwest,Seattle,Washington,98106,2.9
926,94.0,Walker's Paradise,47.664,-122.367,Biker's Paradise,95.0,March 2022,795000.0,3,2.5,1310,1024,2.0,NO,NO,YES,NONE,Average,8 Good,Gas,PUBLIC,840,470,0,520,2017,0,47.663999999999994,-122.367,812B NW 49th St,Seattle,Washington,98107,4.172
927,10.0,Car-Dependent,47.5305,-122.1795,Somewhat Bikeable,9.0,August 2021,1315000.0,5,2.5,2850,9872,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2850,0,780,240,1996,0,47.53,-122.18,8122 120th Place Southeast,Newcastle,Washington,98056,2.842
928,2.0,Car-Dependent,47.7165,-122.0205,Somewhat Bikeable,9.0,November 2021,1300000.0,2,2.0,1670,5500,1.0,NO,YES,NO,NONE,Average,8 Good,Gas,PUBLIC,1670,0,400,200,2008,0,47.716,-122.02,13173 Adair Creek Way Northeast,Redmond,Washington,98053,3.068
929,74.0,Very Walkable,47.7435,-121.98,Somewhat Bikeable,31.0,October 2021,530000.0,3,1.0,1280,5000,1.0,NO,NO,NO,NONE,Average,6 Low Average,Electricity,PUBLIC,1280,0,0,130,1987,0,47.743,-121.98,26817 Northeast Virginia Street,Duvall,Washington,98019,3.068
930,77.0,Very Walkable,47.5665,-122.3685,Very Bikeable,81.0,May 2022,649000.0,3,2.0,1230,808,3.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PUBLIC,1230,0,0,550,2015,0,47.566,-122.369,2835 SW Adams St,Seattle,Washington,98126,5.23
931,12.0,Car-Dependent,47.556,-122.0265,Somewhat Bikeable,9.0,November 2021,2066000.0,4,3.5,3380,9641,2.0,NO,NO,NO,NONE,Average,10 Very Good,Gas,PUBLIC,3380,0,710,580,2002,0,47.556000000000004,-122.02600000000001,23590 Southeast 52nd Street,Issaquah,Washington,98029,3.068
932,56.0,Somewhat Walkable,47.4015,-122.2965,Somewhat Bikeable,48.0,November 2021,625000.0,5,2.0,2590,14250,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PRIVATE,1460,1660,530,200,1956,0,47.402,-122.296,22231 30th Avenue South,Des Moines,Washington,98198,3.068
933,29.0,Car-Dependent,47.7105,-122.2155,Somewhat Bikeable,31.0,September 2021,943000.0,4,2.0,2180,10686,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PRIVATE,1090,1090,500,140,1961,0,47.71,-122.21600000000001,9416 Northeast 121st Place,Kirkland,Washington,98034,2.9
934,49.0,Car-Dependent,47.6955,-122.31,Bikeable,68.0,October 2021,606250.0,3,2.0,1340,5200,1.5,NO,NO,NO,NONE,Average,6 Low Average,Gas,PUBLIC,1090,800,0,200,1933,0,47.696000000000005,-122.31,1541 Northeast 94th Street,Seattle,Washington,98115,3.068
935,66.0,Somewhat Walkable,47.607,-122.2095,Somewhat Bikeable,22.0,July 2021,4400000.0,4,3.5,2770,10568,2.0,NO,NO,NO,GOOD,Average,11 Excellent,Gas,PUBLIC,2770,850,850,130,2015,0,47.607,-122.21,9625 Southeast Shoreland Drive,Bellevue,Washington,98004,2.8680000000000003
936,7.0,Car-Dependent,47.4285,-122.157,Somewhat Bikeable,28.0,June 2021,951000.0,4,2.5,3160,14775,2.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,3160,0,800,80,1992,0,47.428000000000004,-122.15700000000001,19436 138th Avenue Southeast,Renton,Washington,98058,2.975
937,83.0,Very Walkable,47.64,-122.3295,Very Bikeable,76.0,March 2022,1250000.0,3,2.5,2020,1492,3.0,NO,NO,NO,NONE,Average,9 Better,Electricity,PUBLIC,1520,500,0,510,2021,0,47.64,-122.329,67 East Lynn Street,Seattle,Washington,98102,4.172
938,31.0,Car-Dependent,47.3565,-122.013,Somewhat Bikeable,42.0,October 2021,630000.0,4,3.0,2430,7623,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2430,0,570,100,2003,0,47.356,-122.01299999999999,27516 Maple Ridge Way Southeast,Maple Valley,Washington,98038,3.068
939,27.0,Car-Dependent,47.6865,-122.1795,Somewhat Bikeable,44.0,August 2021,850000.0,3,2.0,1480,37011,1.0,YES,NO,NO,AVERAGE,Good,7 Average,Gas,PRIVATE,1480,0,550,140,1945,0,47.687,-122.179,12031 Northeast 97th Street,Kirkland,Washington,98033,2.842
940,80.0,Very Walkable,47.5935,-122.3055,Bikeable,67.0,March 2022,850000.0,3,2.5,1380,1400,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1060,560,240,100,2006,0,47.593,-122.305,2017A S Norman St,Seattle,Washington,98144,4.172
941,16.0,Car-Dependent,47.565,-122.1825,Somewhat Bikeable,32.0,July 2021,1400000.0,4,4.0,3180,18553,2.0,NO,NO,YES,NONE,Average,8 Good,Electricity,PUBLIC,2550,630,0,160,1958,2006,47.565,-122.182,4505 Lake Heights Street Southeast,Bellevue,Washington,98006,2.8680000000000003
942,6.0,Car-Dependent,47.6085,-122.0655,Somewhat Bikeable,29.0,August 2021,409392.0,3,2.5,2370,22500,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PRIVATE,1890,910,560,590,1991,0,47.608999999999995,-122.065,102 206th Avenue Northeast,Sammamish,Washington,98074,2.842
943,69.0,Somewhat Walkable,47.6295,-122.2815,Somewhat Bikeable,36.0,July 2021,6500000.0,5,4.0,4770,14239,2.0,NO,NO,YES,AVERAGE,Good,11 Excellent,Gas,PUBLIC,3370,1670,624,450,1930,0,47.629,-122.281,1108 Mcgilvra Boulevard East,Seattle,Washington,98112,2.8680000000000003
944,61.0,Somewhat Walkable,47.6355,-122.346,Very Bikeable,71.0,January 2022,1085000.0,2,2.0,1170,1816,3.0,NO,NO,NO,AVERAGE,Average,9 Better,Gas,PUBLIC,1170,0,0,420,2014,0,47.635,-122.346,1825 Taylor Avenue North,Seattle,Washington,98109,3.445
945,43.0,Car-Dependent,47.3775,-122.2875,Bikeable,51.0,December 2021,605000.0,3,2.0,1500,7100,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1010,990,500,360,1963,0,47.378,-122.288,24925 35th Avenue South,Kent,Washington,98032,3.0980000000000003
946,61.0,Somewhat Walkable,40.3965,-79.9035,Somewhat Bikeable,14.0,September 2021,648000.0,2,1.5,1000,1251,2.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,930,290,220,50,2006,0,40.397,-79.903,22nd Avenue,West Homestead,Pennsylvania,15120,2.9
947,80.0,Very Walkable,47.6535,-122.3385,Very Bikeable,87.0,November 2021,1249950.0,3,2.0,1800,5130,2.0,NO,NO,NO,NONE,Average,8 Good,Oil,PUBLIC,1800,900,200,40,1928,0,47.653999999999996,-122.338,3902 Woodlawn Avenue North,Seattle,Washington,98103,3.068
948,15.0,Car-Dependent,47.364,-122.082,Somewhat Bikeable,32.0,October 2021,445000.0,3,1.0,1160,5200,1.0,NO,NO,NO,NONE,Very Good,6 Low Average,Gas,PUBLIC,1160,0,0,0,1968,0,47.364,-122.08200000000001,19441 Southeast 266th Street,Covington,Washington,98042,3.068
949,62.0,Somewhat Walkable,47.376,-122.2395,Very Bikeable,84.0,July 2021,519000.0,3,2.0,1400,5000,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1400,0,440,0,1995,0,47.376000000000005,-122.24,627 Rachael Place,Kent,Washington,98032,2.8680000000000003
950,84.0,Very Walkable,47.6445,-122.325,Very Bikeable,79.0,August 2021,1010000.0,3,2.5,1290,1045,3.0,NO,NO,NO,NONE,Average,10 Very Good,Gas,PUBLIC,1290,360,360,140,2014,0,47.645,-122.325,2705 Franklin Avenue East,Seattle,Washington,98102,2.842
951,6.0,Car-Dependent,47.232,-122.079,Somewhat Bikeable,16.0,June 2021,1100000.0,4,3.5,2400,423403,2.0,NO,NO,NO,NONE,Good,8 Good,Electricity,PRIVATE,2400,0,480,210,1964,0,47.232,-122.079,41128 196th Avenue Southeast,Enumclaw,Washington,98022,2.975
952,12.0,Car-Dependent,47.436,-122.2725,Somewhat Bikeable,27.0,November 2021,537000.0,3,3.5,1920,2406,1.5,NO,NO,YES,GOOD,Average,7 Average,Electricity,PUBLIC,1220,700,300,210,1984,0,47.43600000000001,-122.272,18650 48th Place South,SeaTac,Washington,98188,3.068
953,30.0,Car-Dependent,47.3715,-122.2905,Somewhat Bikeable,40.0,May 2022,528000.0,3,2.0,1460,7070,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1460,0,480,0,1968,0,47.372,-122.29,3328 South 256th Street,Kent,Washington,98032,5.23
954,25.0,Car-Dependent,47.5635,-122.1645,Somewhat Bikeable,18.0,August 2021,1386000.0,3,2.0,2620,10400,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1800,1300,480,230,1979,0,47.56399999999999,-122.164,4548 130th Place Southeast,Bellevue,Washington,98006,2.842
955,93.0,Walker's Paradise,47.6745,-122.3775,Biker's Paradise,95.0,September 2021,1058000.0,3,2.5,1480,1567,2.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PUBLIC,1120,580,220,130,2013,0,47.674,-122.37700000000001,1539A NW 63rd St,Seattle,Washington,98107,2.9
956,22.0,Car-Dependent,47.7465,-122.3385,Very Bikeable,77.0,December 2021,895000.0,3,2.0,1900,7200,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1210,1210,520,0,1959,0,47.747,-122.339,16309 Densmore Avenue North,Shoreline,Washington,98133,3.0980000000000003
957,8.0,Car-Dependent,47.3685,-122.079,Somewhat Bikeable,21.0,July 2021,392000.0,2,1.0,840,5200,1.0,NO,NO,NO,NONE,Very Good,6 Low Average,Gas,PUBLIC,840,0,440,0,1969,0,47.369,-122.079,19625 Southeast 260th Street,Covington,Washington,98042,2.8680000000000003
958,36.0,Car-Dependent,47.3595,-122.0565,Somewhat Bikeable,32.0,August 2021,505000.0,3,2.0,1260,8614,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PUBLIC,1260,0,460,50,1985,0,47.358999999999995,-122.056,21318 Southeast 271st Place,Maple Valley,Washington,98038,2.842
959,87.0,Very Walkable,47.6835,-122.3235,Biker's Paradise,90.0,March 2022,1850000.0,4,4.0,3090,4590,2.0,NO,NO,YES,NONE,Very Good,7 Average,Gas,PUBLIC,2110,980,0,40,1917,0,47.684,-122.324,326 Northeast 76th Street,Seattle,Washington,98115,4.172
960,62.0,Somewhat Walkable,47.664,-122.3595,Bikeable,62.0,July 2021,1410500.0,4,3.0,2340,5400,1.0,NO,NO,YES,AVERAGE,Good,7 Average,Oil,PUBLIC,1280,1280,220,220,1936,0,47.663999999999994,-122.36,4816 3rd Avenue Northwest,Seattle,Washington,98107,2.8680000000000003
961,48.0,Car-Dependent,47.637,-122.307,Very Bikeable,73.0,February 2022,1300000.0,4,4.0,2590,3600,1.5,NO,NO,YES,NONE,Average,7 Average,Electricity,PUBLIC,1690,1290,260,0,1927,0,47.637,-122.307,2029 Boyer Avenue East,Seattle,Washington,98112,3.762
962,87.0,Very Walkable,47.5845,-122.3835,Bikeable,57.0,March 2022,1520000.0,3,1.0,1520,2875,1.5,NO,NO,NO,NONE,Average,7 Average,Oil,PUBLIC,1520,940,0,0,1922,0,47.585,-122.384,4109 Southwest Hill Street,Seattle,Washington,98116,4.172
963,0.0,Car-Dependent,47.4555,-92.5695,,,July 2021,3222000.0,4,3.5,3610,7200,2.0,NO,NO,NO,NONE,Average,10 Very Good,Gas,PUBLIC,3610,0,0,130,2006,0,47.455,-92.569,547 13th Avenue West,Eveleth,Minnesota,55734,2.8680000000000003
964,59.0,Somewhat Walkable,47.598,-122.1405,Very Bikeable,74.0,June 2021,850000.0,4,2.0,1530,8190,1.0,NO,NO,YES,NONE,Good,7 Average,Gas,PUBLIC,1530,0,420,170,1961,0,47.598,-122.14,1421 150th Avenue Southeast,Bellevue,Washington,98007,2.975
965,43.0,Car-Dependent,47.5005,-122.361,Somewhat Bikeable,30.0,March 2022,938300.0,5,2.0,2330,7898,1.0,NO,NO,NO,NONE,Very Good,7 Average,Oil,PUBLIC,1510,1120,300,0,1947,0,47.501000000000005,-122.361,2122 Southwest 114th Street,Burien,Washington,98146,4.172
966,86.0,Very Walkable,47.2005,-121.9965,Bikeable,55.0,August 2021,420000.0,2,1.0,770,6167,1.0,NO,NO,NO,NONE,Average,6 Low Average,Gas,PUBLIC,770,0,0,320,1947,2014,47.201,-121.99600000000001,1115 Lafromboise Street,Enumclaw,Washington,98022,2.842
967,67.0,Somewhat Walkable,47.5155,-122.3475,Bikeable,61.0,August 2021,645909.0,4,3.5,2420,3537,2.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PUBLIC,1920,930,430,160,2021,0,47.515,-122.348,1052 Southwest 99th Place,Seattle,Washington,98106,2.842
968,22.0,Car-Dependent,47.508,-122.385,Somewhat Bikeable,9.0,June 2021,1295000.0,4,3.5,3060,8760,2.0,NO,NO,NO,AVERAGE,Average,8 Good,Gas,PUBLIC,2560,1130,340,300,1949,2006,47.508,-122.385,4120 Southwest 107th Street,Seattle,Washington,98146,2.975
969,6.0,Car-Dependent,47.382,-122.4855,Somewhat Bikeable,8.0,December 2021,850000.0,3,2.0,2300,87965,1.0,NO,NO,NO,NONE,Good,7 Average,Electricity,PRIVATE,1460,840,0,90,1971,0,47.382,-122.486,11709 Southwest Shawnee Road,Vashon,Washington,98070,3.0980000000000003
970,7.0,Car-Dependent,47.4225,-122.1765,Somewhat Bikeable,37.0,August 2021,410000.0,3,1.0,1180,8218,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1180,0,480,260,1968,0,47.423,-122.177,12236 Southeast 200th Street,Kent,Washington,98031,2.842
971,79.0,Very Walkable,47.691,-122.3415,Very Bikeable,76.0,January 2022,739950.0,3,3.0,1540,932,3.0,NO,NO,YES,NONE,Average,8 Good,Electricity,PUBLIC,1150,390,0,180,2021,0,47.691,-122.34200000000001,8551A Midvale Ave N,Seattle,Washington,98103,3.445
972,67.0,Somewhat Walkable,47.6475,-121.9095,Bikeable,52.0,March 2022,793000.0,3,2.0,1660,7500,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1660,0,480,80,2014,0,47.648,-121.90899999999999,32222 Entwistle Street,Carnation,Washington,98014,4.172
973,57.0,Somewhat Walkable,47.3175,-122.2095,Somewhat Bikeable,38.0,January 2022,116000.0,3,2.0,1750,11461,2.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1750,0,500,220,1976,0,47.317,-122.21,1002 Pike Street Northeast,Auburn,Washington,98002,3.445
974,5.0,Car-Dependent,47.5845,-122.0685,Somewhat Bikeable,24.0,August 2021,2155000.0,4,3.5,3570,39837,1.5,NO,NO,NO,NONE,Average,9 Better,Gas,PRIVATE,3570,0,1020,0,2001,0,47.583999999999996,-122.069,20230 Southeast 30th Street,Sammamish,Washington,98075,2.842
975,73.0,Very Walkable,47.673,-122.3625,Very Bikeable,77.0,July 2021,1375000.0,3,2.0,2080,4500,1.0,NO,NO,NO,AVERAGE,Average,8 Good,Gas,PUBLIC,1040,1040,0,0,1948,0,47.673,-122.36200000000001,316 Northwest 60th Street,Seattle,Washington,98107,2.8680000000000003
976,86.0,Very Walkable,47.7165,-122.3145,Very Bikeable,82.0,July 2021,953500.0,5,3.0,1950,8280,1.5,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1380,880,310,0,1947,2017,47.717,-122.315,12046 12th Avenue Northeast,Seattle,Washington,98125,2.8680000000000003
977,89.0,Very Walkable,47.6625,-122.3235,Very Bikeable,83.0,April 2022,880000.0,4,1.0,1490,4200,1.5,NO,NO,YES,AVERAGE,Average,7 Average,Gas,PUBLIC,1490,880,0,240,1919,0,47.663000000000004,-122.323,4541 5th Avenue Northeast,Seattle,Washington,98105,4.982
978,77.0,Very Walkable,47.694,-122.3415,Very Bikeable,80.0,May 2022,460000.0,2,1.5,1020,913,2.0,NO,NO,YES,NONE,Average,7 Average,Gas,PUBLIC,910,310,200,0,1998,0,47.693999999999996,-122.34200000000001,1142 North 90th Street,Seattle,Washington,98103,5.23
979,66.0,Somewhat Walkable,47.6685,-122.1915,Bikeable,56.0,March 2022,1325000.0,3,2.0,1460,9868,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,1060,920,400,60,1981,0,47.669,-122.19200000000001,839 8th Avenue South,Kirkland,Washington,98033,4.172
980,82.0,Very Walkable,47.5665,-122.286,Very Bikeable,83.0,September 2021,565000.0,2,1.5,1010,1080,2.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,860,360,210,0,2007,0,47.566,-122.286,4108 37th Ave S,Seattle,Washington,98118,2.9
981,38.0,Car-Dependent,47.55,-122.0265,Somewhat Bikeable,18.0,September 2021,1650000.0,4,2.5,3060,25375,2.0,NO,NO,NO,AVERAGE,Average,9 Better,Gas,PUBLIC,3060,0,680,820,2002,0,47.55,-122.027,23211 Southeast 58th Street,Issaquah,Washington,98029,2.9
982,11.0,Car-Dependent,47.5845,-122.0565,Somewhat Bikeable,41.0,July 2021,1550000.0,4,2.5,2520,12017,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2520,0,520,80,1986,0,47.585,-122.056,21222 Southeast 28th Street,Sammamish,Washington,98075,2.8680000000000003
983,57.0,Somewhat Walkable,47.4615,-122.352,Somewhat Bikeable,38.0,November 2021,480000.0,1,1.0,580,8087,1.0,NO,NO,NO,NONE,Very Good,6 Low Average,Electricity,PUBLIC,580,0,290,100,1976,0,47.461000000000006,-122.352,1305 Southwest 158th Street,Burien,Washington,98166,3.068
984,91.0,Walker's Paradise,47.202,-121.9935,Bikeable,54.0,August 2021,238278.0,3,1.0,990,4500,1.0,NO,NO,NO,NONE,Good,6 Low Average,Gas,PUBLIC,990,0,0,60,1914,0,47.202,-121.993,1335 Porter Street,Enumclaw,Washington,98022,2.842
985,28.0,Car-Dependent,47.6445,-122.151,Somewhat Bikeable,30.0,April 2022,3300000.0,5,4.0,4850,35007,2.0,NO,NO,NO,NONE,Average,11 Excellent,Gas,PUBLIC,4850,0,1100,550,1988,0,47.644,-122.15100000000001,3720 140th Avenue Northeast,Bellevue,Washington,98005,4.982
986,70.0,Somewhat Walkable,47.694,-122.3715,Very Bikeable,76.0,July 2021,778000.0,4,2.0,1570,8808,1.0,NO,NO,NO,NONE,Good,6 Low Average,Electricity,PUBLIC,1570,0,0,0,1952,0,47.693999999999996,-122.37200000000001,8751 12th Avenue Northwest,Seattle,Washington,98117,2.8680000000000003
987,17.0,Car-Dependent,47.559,-122.403,Somewhat Bikeable,45.0,July 2021,2162500.0,3,3.5,2890,15232,2.0,YES,NO,YES,EXCELLENT,Very Good,8 Good,Gas,PUBLIC,2890,0,940,160,1964,0,47.559,-122.40299999999999,4831 Beach Drive Southwest,Seattle,Washington,98116,2.8680000000000003
988,85.0,Very Walkable,47.7045,-122.346,Very Bikeable,70.0,June 2021,505000.0,2,1.5,1140,1000,2.0,NO,NO,YES,NONE,Average,7 Average,Gas,PUBLIC,1080,260,200,0,2006,0,47.705,-122.346,10520 Whitman Ave N,Seattle,Washington,98133,2.975
989,32.0,Car-Dependent,47.2905,-122.3445,Somewhat Bikeable,31.0,January 2022,601000.0,4,2.5,2170,25116,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2170,0,770,40,1996,0,47.29,-122.344,34731 7th Avenue Southwest,Federal Way,Washington,98023,3.445
