,walkscore,walktype,lat,long,biketype,bikescore,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,greenbelt,nuisance,view,condition,grade,heat_source,sewer_system,sqft_above,sqft_basement,sqft_garage,sqft_patio,yr_built,yr_renovated,lat_1,long_1,street_name,city,state,zip_code,mortgage_rate_3
340,32.0,Car-Dependent,47.76,-122.331,Somewhat Bikeable,38.0,March 2022,680000.0,3,1.0,820,8320,1.0,NO,NO,NO,NONE,Good,6 Low Average,Electricity,PUBLIC,820,0,0,140,1953,0,47.76,-122.331,18004 Sunnyside Avenue North,Shoreline,Washington,98133,4.172
340,20.0,Car-Dependent,47.775,-122.2365,Somewhat Bikeable,26.0,March 2022,680000.0,3,1.0,820,8320,1.0,NO,NO,NO,NONE,Good,6 Low Average,Electricity,PUBLIC,820,0,0,140,1953,0,47.76,-122.331,18004 Sunnyside Avenue North,Shoreline,Washington,98133,4.172
341,80.0,Very Walkable,47.5935,-122.3055,Bikeable,67.0,September 2021,634000.0,2,2.0,1020,791,3.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PUBLIC,1020,0,0,250,2021,0,47.593,-122.305,1107 21st Avenue South,Seattle,Washington,98144,2.9
341,52.0,Somewhat Walkable,47.448,-122.289,Somewhat Bikeable,47.0,September 2021,634000.0,2,2.0,1020,791,3.0,NO,NO,NO,NONE,Average,8 Good,Electricity,PUBLIC,1020,0,0,250,2021,0,47.593,-122.305,1107 21st Avenue South,Seattle,Washington,98144,2.9
342,84.0,Very Walkable,47.5215,-122.3625,Bikeable,53.0,September 2021,430000.0,3,2.0,1110,4094,1.0,NO,NO,NO,NONE,Average,6 Low Average,Gas,PUBLIC,1110,0,0,80,1947,0,47.521,-122.36200000000001,9202 23rd Avenue Southwest,Seattle,Washington,98106,2.9
342,1.0,Car-Dependent,47.4795,-122.463,Somewhat Bikeable,14.0,September 2021,430000.0,3,2.0,1110,4094,1.0,NO,NO,NO,NONE,Average,6 Low Average,Gas,PUBLIC,1110,0,0,80,1947,0,47.521,-122.36200000000001,9202 23rd Avenue Southwest,Seattle,Washington,98106,2.9
343,34.0,Car-Dependent,47.6865,-122.166,Somewhat Bikeable,45.0,June 2021,1210000.0,3,2.0,1380,12040,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PRIVATE,1380,0,460,220,1964,0,47.68600000000001,-122.166,13026 Northeast 95th Street,Kirkland,Washington,98033,2.975
343,44.0,Car-Dependent,47.2785,-122.226,Bikeable,66.0,June 2021,1210000.0,3,2.0,1380,12040,1.0,NO,NO,NO,NONE,Good,7 Average,Gas,PRIVATE,1380,0,460,220,1964,0,47.68600000000001,-122.166,13026 Northeast 95th Street,Kirkland,Washington,98033,2.975
344,14.0,Car-Dependent,47.583,-122.004,Bikeable,54.0,April 2022,1630000.0,3,2.5,2060,28429,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PRIVATE,2060,0,600,420,1979,0,47.583,-122.00399999999999,2907 252nd Avenue Southeast,Sammamish,Washington,98075,4.982
344,76.0,Very Walkable,47.6865,-122.3265,Very Bikeable,86.0,April 2022,1630000.0,3,2.5,2060,28429,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PRIVATE,2060,0,600,420,1979,0,47.583,-122.00399999999999,2907 252nd Avenue Southeast,Sammamish,Washington,98075,4.982
345,61.0,Somewhat Walkable,47.5425,-122.2785,Very Bikeable,84.0,October 2021,895000.0,4,2.0,1600,3953,1.5,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1600,0,0,220,1915,0,47.542,-122.279,4321 South Holly Street,Seattle,Washington,98118,3.068
345,75.0,Very Walkable,47.6805,-122.292,Very Bikeable,84.0,October 2021,895000.0,4,2.0,1600,3953,1.5,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1600,0,0,220,1915,0,47.542,-122.279,4321 South Holly Street,Seattle,Washington,98118,3.068
346,34.0,Car-Dependent,47.6625,-122.403,Somewhat Bikeable,45.0,October 2021,1485000.0,4,4.0,2310,3200,2.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,2310,1200,430,460,2005,0,47.662,-122.40299999999999,3509 West Mccord Place,Seattle,Washington,98199,3.068
346,72.0,Very Walkable,47.6985,-122.337,Very Bikeable,85.0,October 2021,1485000.0,4,4.0,2310,3200,2.0,NO,NO,NO,NONE,Average,9 Better,Gas,PUBLIC,2310,1200,430,460,2005,0,47.662,-122.40299999999999,3509 West Mccord Place,Seattle,Washington,98199,3.068
347,16.0,Car-Dependent,47.568,-122.1855,Somewhat Bikeable,35.0,November 2021,2245000.0,5,2.5,2560,20814,2.0,NO,NO,NO,NONE,Good,9 Better,Gas,PUBLIC,2560,0,570,150,1970,0,47.568000000000005,-122.186,3 Columbia Key,Bellevue,Washington,98006,3.068
347,2.0,Car-Dependent,47.475,-121.77,Somewhat Bikeable,26.0,November 2021,2245000.0,5,2.5,2560,20814,2.0,NO,NO,NO,NONE,Good,9 Better,Gas,PUBLIC,2560,0,570,150,1970,0,47.568000000000005,-122.186,3 Columbia Key,Bellevue,Washington,98006,3.068
348,7.0,Car-Dependent,47.385,-122.025,Somewhat Bikeable,36.0,May 2022,1056000.0,5,3.0,3170,7180,2.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,3170,0,430,1160,2004,0,47.385,-122.025,24236 237th Way Southeast,Maple Valley,Washington,98038,5.23
348,67.0,Somewhat Walkable,47.6955,-122.307,Bikeable,58.0,May 2022,1056000.0,5,3.0,3170,7180,2.0,NO,NO,NO,NONE,Good,7 Average,Gas,PUBLIC,3170,0,430,1160,2004,0,47.385,-122.025,24236 237th Way Southeast,Maple Valley,Washington,98038,5.23
349,56.0,Somewhat Walkable,47.5755,-122.2335,Somewhat Bikeable,36.0,July 2021,1530000.0,3,3.0,1680,9600,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1130,550,420,0,1962,0,47.575,-122.23299999999999,3873 80th Avenue Southeast,Mercer Island,Washington,98040,2.8680000000000003
349,68.0,Somewhat Walkable,47.7195,-122.3205,Very Bikeable,79.0,July 2021,1530000.0,3,3.0,1680,9600,1.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1130,550,420,0,1962,0,47.575,-122.23299999999999,3873 80th Avenue Southeast,Mercer Island,Washington,98040,2.8680000000000003
350,4.0,Car-Dependent,47.379,-122.1495,Somewhat Bikeable,11.0,October 2021,330000.0,2,1.5,1230,1510,2.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1230,0,200,0,1983,0,47.379,-122.149,24815 144th Place Southeast,Kent,Washington,98042,3.068
350,41.0,Car-Dependent,41.6025,-98.9205,Somewhat Bikeable,31.0,October 2021,330000.0,2,1.5,1230,1510,2.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1230,0,200,0,1983,0,47.379,-122.149,24815 144th Place Southeast,Kent,Washington,98042,3.068
351,14.0,Car-Dependent,47.2575,-122.2455,Somewhat Bikeable,42.0,August 2021,510000.0,3,2.5,1580,15600,2.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1580,0,530,480,1990,0,47.258,-122.245,615 Butte Avenue Southeast,Pacific,Washington,98047,2.842
351,66.0,Somewhat Walkable,47.619,-122.1195,Very Bikeable,84.0,August 2021,510000.0,3,2.5,1580,15600,2.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1580,0,530,480,1990,0,47.258,-122.245,615 Butte Avenue Southeast,Pacific,Washington,98047,2.842
352,68.0,Somewhat Walkable,47.652,-122.3835,Very Bikeable,79.0,July 2021,679000.0,3,1.5,1360,1392,2.0,NO,NO,YES,NONE,Average,7 Average,Gas,PUBLIC,1120,440,200,40,2003,0,47.652,-122.384,3609 Gilman Avenue West,Seattle,Washington,98199,2.8680000000000003
352,50.0,Somewhat Walkable,47.6145,-122.118,Somewhat Bikeable,43.0,July 2021,679000.0,3,1.5,1360,1392,2.0,NO,NO,YES,NONE,Average,7 Average,Gas,PUBLIC,1120,440,200,40,2003,0,47.652,-122.384,3609 Gilman Avenue West,Seattle,Washington,98199,2.8680000000000003
353,87.0,Very Walkable,47.5395,-122.2815,Very Bikeable,84.0,September 2021,525950.0,3,2.0,1530,1053,3.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1530,0,0,0,2021,0,47.538999999999994,-122.281,7040 42nd Avenue South,Seattle,Washington,98118,2.9
353,58.0,Somewhat Walkable,47.3865,-122.1615,Somewhat Bikeable,43.0,September 2021,525950.0,3,2.0,1530,1053,3.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1530,0,0,0,2021,0,47.538999999999994,-122.281,7040 42nd Avenue South,Seattle,Washington,98118,2.9
354,34.0,Car-Dependent,47.667,-122.151,Bikeable,53.0,August 2021,2001000.0,3,2.5,2820,8778,2.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,2820,0,900,140,1993,0,47.667,-122.15100000000001,6820 141st Ct NE,Redmond,Washington,98052,2.842
354,87.0,Very Walkable,47.301,-122.226,Bikeable,64.0,August 2021,2001000.0,3,2.5,2820,8778,2.0,NO,NO,NO,NONE,Good,8 Good,Gas,PUBLIC,2820,0,900,140,1993,0,47.667,-122.15100000000001,6820 141st Ct NE,Redmond,Washington,98052,2.842
355,11.0,Car-Dependent,47.7255,-122.223,Somewhat Bikeable,30.0,August 2021,795000.0,3,1.0,1460,8083,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1460,0,0,290,1967,0,47.725,-122.223,13804 88th Avenue Northeast,Kirkland,Washington,98034,2.842
355,4.0,Car-Dependent,41.9625,-73.515,Somewhat Bikeable,2.0,August 2021,795000.0,3,1.0,1460,8083,1.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1460,0,0,290,1967,0,47.725,-122.223,13804 88th Avenue Northeast,Kirkland,Washington,98034,2.842
356,29.0,Car-Dependent,47.262,-122.2485,Somewhat Bikeable,40.0,July 2021,600000.0,4,2.5,2300,8680,2.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,2300,0,400,0,2002,0,47.262,-122.24799999999999,120 Bent Tree Lane Southeast,Pacific,Washington,98047,2.8680000000000003
356,10.0,Car-Dependent,47.7075,-122.37,Somewhat Bikeable,34.0,July 2021,600000.0,4,2.5,2300,8680,2.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,2300,0,400,0,2002,0,47.262,-122.24799999999999,120 Bent Tree Lane Southeast,Pacific,Washington,98047,2.8680000000000003
357,2.0,Car-Dependent,47.535,-121.89,Somewhat Bikeable,29.0,August 2021,565000.0,3,2.5,1880,23200,2.0,YES,NO,NO,AVERAGE,Average,8 Good,Gas,PRIVATE,1880,0,500,110,1995,0,47.535,-121.89,7400 337th Place Southeast,Fall City,Washington,98024,2.842
357,76.0,Very Walkable,47.7135,-122.3055,Bikeable,63.0,August 2021,565000.0,3,2.5,1880,23200,2.0,YES,NO,NO,AVERAGE,Average,8 Good,Gas,PRIVATE,1880,0,500,110,1995,0,47.535,-121.89,7400 337th Place Southeast,Fall City,Washington,98024,2.842
358,47.0,Car-Dependent,47.5845,-122.0295,Somewhat Bikeable,44.0,March 2022,2050000.0,4,2.5,2580,7243,2.0,NO,NO,NO,NONE,Average,10 Very Good,Gas,PUBLIC,2580,0,510,140,1994,0,47.585,-122.03,23203 Southeast 27th Street,Sammamish,Washington,98075,4.172
358,3.0,Car-Dependent,41.6025,-87.2355,Somewhat Bikeable,27.0,March 2022,2050000.0,4,2.5,2580,7243,2.0,NO,NO,NO,NONE,Average,10 Very Good,Gas,PUBLIC,2580,0,510,140,1994,0,47.585,-122.03,23203 Southeast 27th Street,Sammamish,Washington,98075,4.172
359,71.0,Very Walkable,47.3175,-122.3235,Bikeable,53.0,April 2022,480000.0,3,1.0,970,7920,1.0,NO,NO,NO,NONE,Good,6 Low Average,Gas,PUBLIC,970,0,310,0,1967,0,47.317,-122.324,31712 7th Place South,Federal Way,Washington,98003,4.982
359,30.0,Car-Dependent,47.4015,-122.2905,Somewhat Bikeable,34.0,April 2022,480000.0,3,1.0,970,7920,1.0,NO,NO,NO,NONE,Good,6 Low Average,Gas,PUBLIC,970,0,310,0,1967,0,47.317,-122.324,31712 7th Place South,Federal Way,Washington,98003,4.982
360,45.0,Car-Dependent,47.5755,-122.1375,Bikeable,60.0,April 2022,1430000.0,3,2.0,1480,10985,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1480,0,0,0,1954,0,47.575,-122.13799999999999,3904 151st Avenue Southeast,Bellevue,Washington,98006,4.982
360,53.0,Somewhat Walkable,47.7225,-122.175,Somewhat Bikeable,42.0,April 2022,1430000.0,3,2.0,1480,10985,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,1480,0,0,0,1954,0,47.575,-122.13799999999999,3904 151st Avenue Southeast,Bellevue,Washington,98006,4.982
361,30.0,Car-Dependent,47.5155,-122.2845,Somewhat Bikeable,22.0,November 2021,635000.0,4,3.0,2110,7425,1.0,NO,NO,YES,NONE,Average,7 Average,Electricity,PUBLIC,1390,1320,600,140,1991,0,47.516000000000005,-122.285,3712 South Pilgrim Street,Seattle,Washington,98118,3.068
361,74.0,Very Walkable,47.688,-122.3715,Very Bikeable,75.0,November 2021,635000.0,4,3.0,2110,7425,1.0,NO,NO,YES,NONE,Average,7 Average,Electricity,PUBLIC,1390,1320,600,140,1991,0,47.516000000000005,-122.285,3712 South Pilgrim Street,Seattle,Washington,98118,3.068
362,0.0,Car-Dependent,47.553,-121.9095,Somewhat Bikeable,7.0,July 2021,1275000.0,3,3.0,2550,200376,1.0,NO,NO,NO,NONE,Good,9 Better,Electricity,PRIVATE,2550,0,820,840,1990,0,47.553000000000004,-121.91,32310 Southeast 54th Street,Fall City,Washington,98024,2.8680000000000003
362,79.0,Very Walkable,47.691,-122.3415,Very Bikeable,76.0,July 2021,1275000.0,3,3.0,2550,200376,1.0,NO,NO,NO,NONE,Good,9 Better,Electricity,PRIVATE,2550,0,820,840,1990,0,47.553000000000004,-121.91,32310 Southeast 54th Street,Fall City,Washington,98024,2.8680000000000003
363,3.0,Car-Dependent,47.6715,-122.0265,Somewhat Bikeable,26.0,March 2022,2150000.0,4,2.5,3680,24178,2.0,NO,NO,NO,NONE,Average,9 Better,Gas,PRIVATE,3680,0,740,470,1993,0,47.672,-122.02600000000001,7715 234th Place Northeast,Redmond,Washington,98053,4.172
363,55.0,Somewhat Walkable,47.49,-122.3475,Bikeable,51.0,March 2022,2150000.0,4,2.5,3680,24178,2.0,NO,NO,NO,NONE,Average,9 Better,Gas,PRIVATE,3680,0,740,470,1993,0,47.672,-122.02600000000001,7715 234th Place Northeast,Redmond,Washington,98053,4.172
364,80.0,Very Walkable,47.5185,-122.2665,Very Bikeable,70.0,July 2021,748000.0,4,3.0,2430,5600,1.5,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1430,1020,0,144,1947,0,47.519,-122.266,5306 South Fletcher Street,Seattle,Washington,98118,2.8680000000000003
364,9.0,Car-Dependent,47.3505,-122.0415,Somewhat Bikeable,17.0,July 2021,748000.0,4,3.0,2430,5600,1.5,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,1430,1020,0,144,1947,0,47.519,-122.266,5306 South Fletcher Street,Seattle,Washington,98118,2.8680000000000003
365,14.0,Car-Dependent,47.5815,-122.0175,Somewhat Bikeable,18.0,July 2021,1230000.0,3,2.0,2060,13804,1.0,NO,NO,YES,NONE,Good,8 Good,Gas,PRIVATE,1480,1280,700,190,1975,0,47.581,-122.01700000000001,24126 Southeast 32nd Street,Sammamish,Washington,98075,2.8680000000000003
365,9.0,Car-Dependent,47.4465,-122.13,Somewhat Bikeable,16.0,July 2021,1230000.0,3,2.0,2060,13804,1.0,NO,NO,YES,NONE,Good,8 Good,Gas,PRIVATE,1480,1280,700,190,1975,0,47.581,-122.01700000000001,24126 Southeast 32nd Street,Sammamish,Washington,98075,2.8680000000000003
366,63.0,Somewhat Walkable,47.607,-122.298,Biker's Paradise,99.0,August 2021,698000.0,3,1.5,1280,2000,2.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1280,0,0,100,1984,0,47.607,-122.29799999999999,521 27th Avenue,Seattle,Washington,98122,2.842
366,55.0,Somewhat Walkable,47.703,-122.3685,Bikeable,54.0,August 2021,698000.0,3,1.5,1280,2000,2.0,NO,NO,NO,NONE,Average,7 Average,Electricity,PUBLIC,1280,0,0,100,1984,0,47.607,-122.29799999999999,521 27th Avenue,Seattle,Washington,98122,2.842
367,23.0,Car-Dependent,47.355,-122.0385,Somewhat Bikeable,36.0,May 2022,898000.0,3,2.5,2510,6912,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2510,0,460,380,2019,0,47.355,-122.038,22751 Southeast 275th Place,Maple Valley,Washington,98038,5.23
367,43.0,Car-Dependent,47.7315,-122.1825,Somewhat Bikeable,45.0,May 2022,898000.0,3,2.5,2510,6912,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2510,0,460,380,2019,0,47.355,-122.038,22751 Southeast 275th Place,Maple Valley,Washington,98038,5.23
368,12.0,Car-Dependent,47.532,-122.0745,Somewhat Bikeable,10.0,July 2021,1500000.0,4,3.5,3310,4979,2.0,NO,YES,NO,AVERAGE,Average,10 Very Good,Gas,PUBLIC,2400,910,430,310,2010,0,47.532,-122.075,2534 Northwest Stoney Creek Drive,Issaquah,Washington,98027,2.8680000000000003
368,21.0,Car-Dependent,47.3595,-122.085,Somewhat Bikeable,34.0,July 2021,1500000.0,4,3.5,3310,4979,2.0,NO,YES,NO,AVERAGE,Average,10 Very Good,Gas,PUBLIC,2400,910,430,310,2010,0,47.532,-122.075,2534 Northwest Stoney Creek Drive,Issaquah,Washington,98027,2.8680000000000003
369,29.0,Car-Dependent,47.6205,-122.2185,Somewhat Bikeable,24.0,August 2021,4550000.0,5,4.5,5190,11025,2.0,NO,NO,NO,NONE,Average,11 Excellent,Gas,PUBLIC,5190,0,900,1060,2005,0,47.62,-122.219,1020 91st Avenue Northeast,Bellevue,Washington,98004,2.842
369,94.0,Walker's Paradise,47.4765,-122.2125,Bikeable,63.0,August 2021,4550000.0,5,4.5,5190,11025,2.0,NO,NO,NO,NONE,Average,11 Excellent,Gas,PUBLIC,5190,0,900,1060,2005,0,47.62,-122.219,1020 91st Avenue Northeast,Bellevue,Washington,98004,2.842
370,82.0,Very Walkable,47.5545,-122.3835,Bikeable,62.0,April 2022,1227000.0,3,2.0,1880,6250,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,940,940,0,430,1919,0,47.553999999999995,-122.384,5406 41st Avenue Southwest,Seattle,Washington,98136,4.982
370,25.0,Car-Dependent,47.2845,-122.202,Somewhat Bikeable,25.0,April 2022,1227000.0,3,2.0,1880,6250,1.0,NO,NO,NO,NONE,Very Good,7 Average,Gas,PUBLIC,940,940,0,430,1919,0,47.553999999999995,-122.384,5406 41st Avenue Southwest,Seattle,Washington,98136,4.982
371,81.0,Very Walkable,47.6055,-122.3055,Biker's Paradise,93.0,May 2022,1160000.0,4,3.5,1820,1528,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1420,710,310,40,2007,0,47.605,-122.305,401 21st Avenue,Seattle,Washington,98122,5.23
371,49.0,Car-Dependent,47.2875,-122.2095,Bikeable,54.0,May 2022,1160000.0,4,3.5,1820,1528,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,1420,710,310,40,2007,0,47.605,-122.305,401 21st Avenue,Seattle,Washington,98122,5.23
372,31.0,Car-Dependent,47.5875,-122.1975,Somewhat Bikeable,30.0,June 2021,1805000.0,3,2.5,2480,10375,1.0,NO,NO,NO,NONE,Very Good,7 Average,Electricity,PUBLIC,1240,1240,560,480,1963,0,47.586999999999996,-122.198,2701 107th Avenue Southeast,Beaux Arts,Washington,98004,2.975
372,43.0,Car-Dependent,47.511,-122.334,Somewhat Bikeable,37.0,June 2021,1805000.0,3,2.5,2480,10375,1.0,NO,NO,NO,NONE,Very Good,7 Average,Electricity,PUBLIC,1240,1240,560,480,1963,0,47.586999999999996,-122.198,2701 107th Avenue Southeast,Beaux Arts,Washington,98004,2.975
373,83.0,Very Walkable,47.622,-122.193,Bikeable,66.0,November 2021,1800000.0,2,1.0,1220,9152,1.0,NO,NO,NO,NONE,Average,7 Average,Oil,PUBLIC,920,920,350,0,1952,0,47.622,-122.193,1238 111th Avenue Northeast,Bellevue,Washington,98004,3.068
373,11.0,Car-Dependent,47.376,-122.1075,Somewhat Bikeable,30.0,November 2021,1800000.0,2,1.0,1220,9152,1.0,NO,NO,NO,NONE,Average,7 Average,Oil,PUBLIC,920,920,350,0,1952,0,47.622,-122.193,1238 111th Avenue Northeast,Bellevue,Washington,98004,3.068
374,15.0,Car-Dependent,47.4765,-122.145,Somewhat Bikeable,27.0,October 2021,680000.0,3,2.0,1710,9600,1.5,NO,NO,NO,NONE,Very Good,6 Low Average,Gas,PRIVATE,1710,0,460,130,1969,0,47.477,-122.145,14612 Southeast 140th Place,Renton,Washington,98059,3.068
374,76.0,Very Walkable,47.6775,-122.388,Very Bikeable,88.0,October 2021,680000.0,3,2.0,1710,9600,1.5,NO,NO,NO,NONE,Very Good,6 Low Average,Gas,PRIVATE,1710,0,460,130,1969,0,47.477,-122.145,14612 Southeast 140th Place,Renton,Washington,98059,3.068
375,66.0,Somewhat Walkable,47.7045,-122.3355,Very Bikeable,71.0,December 2021,1010000.0,6,5.0,3930,9222,2.0,NO,NO,YES,NONE,Average,8 Good,Gas,PUBLIC,2910,1230,380,410,2018,0,47.70399999999999,-122.335,10336 Wallingford Avenue North,Seattle,Washington,98133,3.0980000000000003
375,12.0,Car-Dependent,47.3625,-121.9755,Somewhat Bikeable,10.0,December 2021,1010000.0,6,5.0,3930,9222,2.0,NO,NO,YES,NONE,Average,8 Good,Gas,PUBLIC,2910,1230,380,410,2018,0,47.70399999999999,-122.335,10336 Wallingford Avenue North,Seattle,Washington,98133,3.0980000000000003
376,60.0,Somewhat Walkable,47.6445,-122.358,Bikeable,64.0,August 2021,800000.0,3,1.0,1090,4600,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,730,360,0,330,1924,0,47.644,-122.35799999999999,2710 1st Avenue West,Seattle,Washington,98119,2.842
376,58.0,Somewhat Walkable,47.6835,-122.394,Very Bikeable,77.0,August 2021,800000.0,3,1.0,1090,4600,1.0,NO,NO,NO,NONE,Average,7 Average,Gas,PUBLIC,730,360,0,330,1924,0,47.644,-122.35799999999999,2710 1st Avenue West,Seattle,Washington,98119,2.842
377,20.0,Car-Dependent,47.604,-122.1705,Somewhat Bikeable,38.0,August 2021,1200000.0,3,2.0,1600,8965,1.0,NO,NO,YES,NONE,Good,8 Good,Gas,PUBLIC,1600,0,460,290,1966,0,47.604,-122.17,12646 Southeast 7th Place,Bellevue,Washington,98005,2.842
377,41.0,Car-Dependent,47.6055,-122.292,Very Bikeable,76.0,August 2021,1200000.0,3,2.0,1600,8965,1.0,NO,NO,YES,NONE,Good,8 Good,Gas,PUBLIC,1600,0,460,290,1966,0,47.604,-122.17,12646 Southeast 7th Place,Bellevue,Washington,98005,2.842
378,53.0,Somewhat Walkable,47.5635,-122.397,Somewhat Bikeable,38.0,December 2021,775000.0,2,1.5,1240,5750,1.0,NO,NO,YES,AVERAGE,Average,7 Average,Oil,PUBLIC,1000,810,0,580,1947,0,47.56399999999999,-122.397,4437 50th Avenue Southwest,Seattle,Washington,98116,3.0980000000000003
378,20.0,Car-Dependent,47.319,-122.19,Somewhat Bikeable,15.0,December 2021,775000.0,2,1.5,1240,5750,1.0,NO,NO,YES,AVERAGE,Average,7 Average,Oil,PUBLIC,1000,810,0,580,1947,0,47.56399999999999,-122.397,4437 50th Avenue Southwest,Seattle,Washington,98116,3.0980000000000003
379,7.0,Car-Dependent,47.361,-122.0775,Somewhat Bikeable,31.0,February 2022,734950.0,4,2.5,2370,5160,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2370,0,400,70,2022,0,47.361000000000004,-122.07700000000001,26801 199th Avenue Southeast,Covington,Washington,98042,3.762
379,48.0,Car-Dependent,47.4945,-122.334,Somewhat Bikeable,46.0,February 2022,734950.0,4,2.5,2370,5160,2.0,NO,NO,NO,NONE,Average,8 Good,Gas,PUBLIC,2370,0,400,70,2022,0,47.361000000000004,-122.07700000000001,26801 199th Avenue Southeast,Covington,Washington,98042,3.762
380,69.0,Somewhat Walkable,47.6775,-122.1795,Bikeable,54.0,January 2022,1875000.0,4,1.0,1110,12150,1.0,NO,NO,NO,NONE,Average,6 Low Average,Gas,PUBLIC,810,500,0,140,1949,0,47.678000000000004,-122.179,8241 122nd Avenue Northeast,Kirkland,Washington,98033,3.445
380,0.0,Car-Dependent,47.31,-122.043,Somewhat Bikeable,14.0,January 2022,1875000.0,4,1.0,1110,12150,1.0,NO,NO,NO,NONE,Average,6 Low Average,Gas,PUBLIC,810,500,0,140,1949,0,47.678000000000004,-122.179,8241 122nd Avenue Northeast,Kirkland,Washington,98033,3.445
381,79.0,Very Walkable,47.544,-122.379,Bikeable,56.0,July 2021,675000.0,3,2.0,1080,6416,1.0,NO,NO,NO,NONE,Average,6 Low Average,Oil,PUBLIC,950,920,0,40,1916,0,47.544,-122.37899999999999,6532 37th Avenue Southwest,Seattle,Washington,98126,2.8680000000000003
381,45.0,Car-Dependent,47.6955,-122.1735,Somewhat Bikeable,42.0,July 2021,675000.0,3,2.0,1080,6416,1.0,NO,NO,NO,NONE,Average,6 Low Average,Oil,PUBLIC,950,920,0,40,1916,0,47.544,-122.37899999999999,6532 37th Avenue Southwest,Seattle,Washington,98126,2.8680000000000003
382,26.0,Car-Dependent,47.6775,-122.2695,Very Bikeable,77.0,June 2021,1647000.0,3,3.0,2870,5900,2.0,NO,NO,NO,NONE,Good,9 Better,Electricity,PUBLIC,2420,450,0,40,1941,1978,47.677,-122.27,5304 Northeast 67th Street,Seattle,Washington,98115,2.975
382,20.0,Car-Dependent,47.412,-122.2095,Somewhat Bikeable,25.0,June 2021,1647000.0,3,3.0,2870,5900,2.0,NO,NO,NO,NONE,Good,9 Better,Electricity,PUBLIC,2420,450,0,40,1941,1978,47.677,-122.27,5304 Northeast 67th Street,Seattle,Washington,98115,2.975
383,27.0,Car-Dependent,47.2965,-122.1855,Somewhat Bikeable,32.0,July 2021,618000.0,5,3.0,3250,19402,1.0,NO,NO,NO,AVERAGE,Good,8 Good,Gas,PRIVATE,1750,1750,480,320,1970,0,47.29600000000001,-122.186,3235 Scenic Drive,Auburn,Washington,98092,2.8680000000000003
383,15.0,Car-Dependent,47.3325,-122.3385,Somewhat Bikeable,32.0,July 2021,618000.0,5,3.0,3250,19402,1.0,NO,NO,NO,AVERAGE,Good,8 Good,Gas,PRIVATE,1750,1750,480,320,1970,0,47.29600000000001,-122.186,3235 Scenic Drive,Auburn,Washington,98092,2.8680000000000003
384,53.0,Somewhat Walkable,47.685,-122.3985,Very Bikeable,82.0,November 2021,928520.0,3,2.0,1890,5875,1.5,NO,NO,YES,NONE,Average,7 Average,Oil,PUBLIC,1890,770,0,100,1922,0,47.685,-122.398,7716 32nd Avenue Northwest,Seattle,Washington,98117,3.068
384,0.0,Car-Dependent,47.7735,-122.1045,Somewhat Bikeable,19.0,November 2021,928520.0,3,2.0,1890,5875,1.5,NO,NO,YES,NONE,Average,7 Average,Oil,PUBLIC,1890,770,0,100,1922,0,47.685,-122.398,7716 32nd Avenue Northwest,Seattle,Washington,98117,3.068
